"DB010","DB020","DB030","DB040","DB062","DB090"
"2011","DK",83,"DK01","NA","597.8641"
"2011","DK",105,"DK01","NA","627.7221"
"2011","DK",139,"DK01","NA","1113.656"
"2011","DK",162,"DK01","NA","618.3854"
"2011","DK",165,"DK01","NA","583.3059"
"2011","DK",186,"DK01","NA","409.6051"
"2011","DK",208,"DK01","NA","925.212"
"2011","DK",244,"DK01","NA","861.9848"
"2011","DK",252,"DK01","NA","536.6701"
"2011","DK",253,"DK01","NA","740.8963"
"2011","DK",284,"DK01","NA","1457.693"
"2011","DK",297,"DK01","NA","1182.205"
"2011","DK",305,"DK01","NA","1291.428"
"2011","DK",327,"DK01","NA","542.1432"
"2011","DK",347,"DK01","NA","417.7003"
"2011","DK",371,"DK01","NA","369.6901"
"2011","DK",440,"DK01","NA","860.503"
"2011","DK",452,"DK01","NA","562.1023"
"2011","DK",456,"DK01","NA","997.1318"
"2011","DK",480,"DK01","NA","1267.191"
"2011","DK",549,"DK01","NA","1592.583"
"2011","DK",584,"DK01","NA","665.5348"
"2011","DK",600,"DK01","NA","1833.69"
"2011","DK",618,"DK01","NA","630.0547"
"2011","DK",625,"DK01","NA","1147.48"
"2011","DK",702,"DK01","NA","623.0176"
"2011","DK",720,"DK01","NA","750.3343"
"2011","DK",754,"DK01","NA","391.0326"
"2011","DK",834,"DK01","NA","1592.097"
"2011","DK",868,"DK01","NA","732.2519"
"2011","DK",870,"DK01","NA","1483.351"
"2011","DK",872,"DK01","NA","504.7111"
"2011","DK",876,"DK01","NA","401.3315"
"2011","DK",880,"DK01","NA","949.5949"
"2011","DK",935,"DK01","NA","483.832"
"2011","DK",945,"DK01","NA","943.009"
"2011","DK",973,"DK01","NA","195.4801"
"2011","DK",1015,"DK01","NA","1342.843"
"2011","DK",1056,"DK01","NA","357.9954"
"2011","DK",1126,"DK01","NA","1156.92"
"2011","DK",1168,"DK01","NA","301.5009"
"2011","DK",1209,"DK01","NA","509.0349"
"2011","DK",1217,"DK01","NA","631.0221"
"2011","DK",1325,"DK01","NA","366.9613"
"2011","DK",1334,"DK01","NA","280.7727"
"2011","DK",1370,"DK01","NA","1061.07"
"2011","DK",1373,"DK01","NA","184.7786"
"2011","DK",1380,"DK01","NA","620.1044"
"2011","DK",1389,"DK01","NA","1383.013"
"2011","DK",1417,"DK01","NA","834.3075"
"2011","DK",1426,"DK01","NA","1309.639"
"2011","DK",1443,"DK01","NA","1080.06"
"2011","DK",1507,"DK01","NA","2231.732"
"2011","DK",1556,"DK01","NA","1977.785"
"2011","DK",1588,"DK01","NA","274.5018"
"2011","DK",1591,"DK01","NA","525.2526"
"2011","DK",1604,"DK01","NA","365.7997"
"2011","DK",1611,"DK01","NA","1713.726"
"2011","DK",1622,"DK01","NA","365.3512"
"2011","DK",1625,"DK01","NA","284.2641"
"2011","DK",1704,"DK01","NA","2381.977"
"2011","DK",1731,"DK01","NA","281.8536"
"2011","DK",1737,"DK01","NA","379.5338"
"2011","DK",1748,"DK01","NA","620.1924"
"2011","DK",1777,"DK01","NA","1612.604"
"2011","DK",1813,"DK01","NA","231.2238"
"2011","DK",1966,"DK01","NA","213.1237"
"2011","DK",2003,"DK01","NA","552.0922"
"2011","DK",2050,"DK01","NA","342.5592"
"2011","DK",2057,"DK01","NA","1619.677"
"2011","DK",2069,"DK01","NA","990.3305"
"2011","DK",2095,"DK01","NA","516.2837"
"2011","DK",2112,"DK01","NA","246.0963"
"2011","DK",2213,"DK01","NA","846.6137"
"2011","DK",2224,"DK01","NA","453.4579"
"2011","DK",2285,"DK01","NA","265.7372"
"2011","DK",2295,"DK01","NA","370.6179"
