"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2011","DK",831,565.59169550173,"4",1986,"2","1","4","4","13","3","30","NA","NA","0","NA","NA",25,24,83,"99","1","0","0"
"2011","DK",1051,565.59169550173,"4",1969,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",41,41,105,"99","0","0","0"
"2011","DK",1391,565.59169550173,"4",1988,"1","1","4","2","NA","3","NA","NA","NA","0","0","NA",22,22,139,"0.5","0","0","0"
"2011","DK",1621,565.59169550173,"1",1930,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",80,80,162,"0.8","0","0","0"
"2011","DK",1651,565.59169550173,"2",1984,"2","1","1","4","NA","NA","NA","NA","NA","0","NA","NA",26,26,165,"0.5","2","0","110"
"2011","DK",1861,565.59169550173,"2",1941,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",69,69,186,"0","0","0","0"
"2011","DK",2081,565.59169550173,"1",1985,"1","1","4","2","13","5","NA","NA","NA","NA","NA","NA",25,25,208,"99","0","0","0"
"2011","DK",2441,565.59169550173,"1",1944,"2","1","3","4","13","NA","NA","NA","NA","0","NA","NA",66,66,244,"1","0","0","0"
"2011","DK",2521,565.59169550173,"1",1978,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",33,32,252,"1","0","0","0"
"2011","DK",2531,565.59169550173,"4",1956,"1","1","1","4","13","5","NA","NA","8","NA","NA","NA",54,54,253,"0","0","0","1"
"2011","DK",2841,565.59169550173,"4",1930,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",80,80,284,"0","2","0","10"
"2011","DK",2971,565.59169550173,"3",1973,"2","1","1","2","13","5","NA","NA","0","NA","NA","NA",37,37,297,"0.6666666667","0","0","100"
"2011","DK",3051,565.59169550173,"3",1980,"1","1","3","2","13","NA","NA","NA","20","NA","NA","0",30,30,305,"0.7916666667","1","0","0"
"2011","DK",3271,565.59169550173,"2",1987,"1","1","4","3","13","5","NA","NA","NA","0","NA","0",24,23,327,"1","0","0","0"
"2011","DK",3471,565.59169550173,"2",1930,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",80,80,347,"1","0","0","0"
"2011","DK",3711,565.59169550173,"2",1989,"1","1","3","4","13","NA","NA","NA","NA","NA","NA","0",21,21,371,"1","2","0","0"
"2011","DK",4401,565.59169550173,"3",1935,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",75,75,440,"1","0","0","0"
"2011","DK",4521,565.59169550173,"3",1939,"2","1","3","4","13","5","NA","NA","NA","NA","NA","NA",72,71,452,"0.3333333333","2","0","0"
"2011","DK",4561,565.59169550173,"2",1930,"1","1","4","3","13","3","NA","NA","13","NA","NA","NA",80,80,456,"1","0","0","100"
"2011","DK",4801,565.59169550173,"3",1951,"2","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA",59,59,480,"0.5","2","0","111"
"2011","DK",5491,565.59169550173,"1",1978,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",32,32,549,"1","1","0","1"
"2011","DK",5841,565.59169550173,"2",1978,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",33,32,584,"1","0","0","1"
"2011","DK",6001,565.59169550173,"4",1984,"1","1","3","3","NA","3","NA","NA","NA","NA","NA","0",26,26,600,"1","2","0","0"
"2011","DK",6181,565.59169550173,"4",1933,"2","1","1","2","13","NA","NA","25","NA","NA","NA","0",78,77,618,"0.9285714286","0","0","0"
"2011","DK",6251,565.59169550173,"2",1975,"1","2","4","2","13","3","NA","NA","NA","NA","NA","NA",36,35,625,"1","0","0","0"
"2011","DK",7021,565.59169550173,"3",1985,"1","1","1","3","13","5","NA","NA","12","NA","NA","NA",25,25,702,"99","0","0","101"
"2011","DK",7201,565.59169550173,"2",1948,"1","1","1","4","13","5","NA","NA","NA","NA","NA","0",62,62,720,"1","0","0","0"
"2011","DK",7541,565.59169550173,"3",1948,"2","1","4","3","13","5","NA","NA","NA","NA","NA","NA",63,62,754,"99","0","0","0"
"2011","DK",8341,565.59169550173,"2",1971,"1","1","4","3","13","3","NA","NA","NA","NA","0","0",39,39,834,"0","0","0","0"
"2011","DK",8681,565.59169550173,"4",1959,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",51,51,868,"1","0","0","0"
"2011","DK",8701,565.59169550173,"1",1984,"1","1","4","2","13","3","NA","25","NA","NA","NA","NA",26,26,870,"99","0","0","0"
"2011","DK",8721,565.59169550173,"2",1982,"2","1","4","2","13","NA","NA","NA","NA","NA","0","NA",28,28,872,"99","0","0","0"
"2011","DK",8761,565.59169550173,"2",1945,"1","1","2","4","13","3","NA","25","NA","0","NA","NA",65,65,876,"0.9285714286","2","0","0"
"2011","DK",8801,565.59169550173,"2",1989,"1","1","4","4","13","5","NA","NA","NA","NA","NA","NA",21,21,880,"0.875","0","0","0"
"2011","DK",9351,565.59169550173,"3",1971,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","0",39,39,935,"99","2","0","0"
"2011","DK",9451,565.59169550173,"1",1947,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",64,63,945,"99","0","0","0"
"2011","DK",9731,565.59169550173,"2",1982,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",28,28,973,"1","0","0","0"
"2011","DK",10151,565.59169550173,"1",1988,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",22,22,1015,"1","0","0","0"
"2011","DK",10561,565.59169550173,"3",1974,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",37,36,1056,"1","0","0","0"
"2011","DK",11261,565.59169550173,"4",1987,"1","1","1","3","13","3","NA","NA","NA","0","NA","NA",23,23,1126,"0.9142857143","2","0","0"
"2011","DK",11681,565.59169550173,"1",1930,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",80,80,1168,"1","0","0","0"
