"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","DK",83,"DK01","NA","221.638"
"2013","DK",105,"DK01","NA","810.5172"
"2013","DK",139,"DK01","NA","254.6335"
"2013","DK",162,"DK01","NA","268.3555"
"2013","DK",165,"DK01","NA","456.7459"
"2013","DK",186,"DK01","NA","336.9648"
"2013","DK",208,"DK01","NA","252.8598"
"2013","DK",240,"DK01","NA","1006.927"
"2013","DK",244,"DK01","NA","447.6892"
"2013","DK",249,"DK01","NA","97.46239"
"2013","DK",252,"DK01","NA","254.3801"
"2013","DK",253,"DK01","NA","940.0785"
"2013","DK",284,"DK01","NA","1049.719"
"2013","DK",297,"DK01","NA","1139.337"
"2013","DK",305,"DK01","NA","3210.775"
"2013","DK",327,"DK01","NA","1361.789"
"2013","DK",347,"DK01","NA","328.9767"
"2013","DK",371,"DK01","NA","3967.179"
"2013","DK",440,"DK01","NA","385.6789"
"2013","DK",452,"DK01","NA","830.382"
"2013","DK",456,"DK01","NA","3177.7"
"2013","DK",480,"DK01","NA","499.0337"
"2013","DK",549,"DK01","NA","627.2789"
"2013","DK",568,"DK01","NA","265.3871"
"2013","DK",584,"DK01","NA","1373.155"
"2013","DK",588,"DK01","NA","1026.471"
"2013","DK",600,"DK01","NA","848.6858"
"2013","DK",618,"DK01","NA","331.6622"
"2013","DK",625,"DK01","NA","855.6595"
"2013","DK",702,"DK01","NA","220.9864"
"2013","DK",720,"DK01","NA","313.545"
"2013","DK",754,"DK01","NA","1338.117"
"2013","DK",833,"DK01","NA","1384.494"
"2013","DK",868,"DK01","NA","324.7966"
"2013","DK",870,"DK01","NA","1197.872"
"2013","DK",872,"DK01","NA","1481.308"
"2013","DK",875,"DK01","NA","703.8791"
"2013","DK",880,"DK01","NA","489.4679"
"2013","DK",935,"DK01","NA","398.5365"
"2013","DK",945,"DK01","NA","2479.273"
"2013","DK",973,"DK01","NA","220.8787"
"2013","DK",1015,"DK01","NA","218.2345"
"2013","DK",1056,"DK01","NA","1648.997"
"2013","DK",1095,"DK01","NA","301.7298"
"2013","DK",1126,"DK01","NA","129.0736"
"2013","DK",1168,"DK01","NA","400.7637"
"2013","DK",1209,"DK01","NA","1523.714"
