"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2009","DK",851,505.861650485437,"4",1943,"1","1","3","3","13","3","NA","NA","NA","NA","0","NA",85,65,"0","99","0","0",66
"2009","DK",1071,505.861650485437,"3",1928,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",107,80,"2","99","0","100",80
"2009","DK",1421,505.861650485437,"4",1968,"2","1","1","2","13","5","NA","NA","NA","0","NA","NA",142,40,"0","0","1","0",40
"2009","DK",1651,505.861650485437,"1",1948,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",165,60,"2","1","0","0",61
"2009","DK",1691,505.861650485437,"2",1934,"2","1","4","3","NA","5","NA","NA","NA","NA","NA","NA",169,74,"1","99","0","1",75
"2009","DK",1901,505.861650485437,"1",1972,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",190,36,"0","1","0","0",37
"2009","DK",2121,505.861650485437,"3",1970,"1","1","1","2","13","3","NA","NA","21","NA","0","NA",212,38,"0","1","0","0",39
"2009","DK",2451,505.861650485437,"4",1985,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",245,23,"2","1","0","100",24
"2009","DK",2491,505.861650485437,"2",1930,"2","1","1","3","13","5","NA","NA","NA","NA","NA","NA",249,78,"0","1","0","0",78
"2009","DK",2541,505.861650485437,"2",1943,"1","1","4","2","13","NA","NA","NA","NA","0","0","0",254,65,"2","1","0","0",66
"2009","DK",2571,505.861650485437,"1",1975,"1","1","1","4","13","4","NA","NA","NA","NA","NA","NA",257,33,"2","1","0","0",34
"2009","DK",2581,505.861650485437,"3",1964,"2","1","1","2","NA","5","NA","NA","NA","NA","NA","NA",258,44,"2","1","0","0",44
"2009","DK",2901,505.861650485437,"3",1928,"2","1","1","2","NA","3","35","NA","NA","NA","NA","NA",290,80,"0","0.9714285714","0","0",80
"2009","DK",3031,505.861650485437,"4",1963,"1","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",303,45,"0","1","0","0",46
"2009","DK",3111,505.861650485437,"4",1946,"2","1","3","2","13","3","NA","NA","0","NA","NA","NA",311,62,"1","99","0","0",62
"2009","DK",3331,505.861650485437,"3",1958,"2","1","1","4","13","3","NA","NA","0","0","NA","NA",333,50,"0","99","0","100",51
"2009","DK",3541,505.861650485437,"4",1944,"2","1","4","2","13","NA","NA","25","NA","NA","NA","NA",354,64,"2","1","0","0",65
"2009","DK",3781,505.861650485437,"4",1959,"2","1","1","4","NA","5","NA","NA","NA","NA","NA","NA",378,49,"0","99","0","0",49
"2009","DK",4281,505.861650485437,"1",1978,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",428,30,"0","1","0","0",30
"2009","DK",4491,505.861650485437,"2",1983,"2","1","1","3","13","5","NA","NA","NA","NA","NA","NA",449,25,"0","1","0","0",25
"2009","DK",4621,505.861650485437,"4",1939,"1","1","1","4","NA","4","NA","NA","NA","NA","NA","NA",462,69,"1","0.5","0","0",70
"2009","DK",4651,505.861650485437,"4",1961,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",465,47,"0","99","0","0",47
"2009","DK",4901,505.861650485437,"1",1944,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",490,64,"0","0.4285714286","0","0",64
"2009","DK",5601,505.861650485437,"3",1937,"2","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",560,71,"0","1","0","0",72
"2009","DK",5801,505.861650485437,"3",1948,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",580,60,"2","99","0","0",61
"2009","DK",5961,505.861650485437,"2",1987,"1","1","3","3","13","4","NA","NA","NA","NA","0","NA",596,21,"2","0.75","0","0",21
"2009","DK",6001,505.861650485437,"4",1943,"2","1","4","4","13","4","NA","NA","NA","NA","NA","NA",600,65,"2","1","0","101",65
