"DB010","DB020","DB030","DB040","DB062","DB090"
"2006","DK",7,"DK00","NA","1646.426"
"2006","DK",27,"DK00","NA","396.3184"
"2006","DK",56,"DK00","NA","312.8746"
"2006","DK",59,"DK00","NA","269.6065"
"2006","DK",89,"DK00","NA","1462.432"
"2006","DK",106,"DK00","NA","1583.165"
"2006","DK",119,"DK00","NA","1462.432"
"2006","DK",197,"DK00","NA","868.7919"
"2006","DK",230,"DK00","NA","1441.431"
"2006","DK",244,"DK00","NA","1029.334"
"2006","DK",263,"DK00","NA","1194.438"
"2006","DK",271,"DK00","NA","994.9528"
"2006","DK",296,"DK00","NA","1159.788"
"2006","DK",301,"DK00","NA","312.8746"
"2006","DK",306,"DK00","NA","423.8083"
"2006","DK",307,"DK00","NA","416.6012"
"2006","DK",314,"DK00","NA","412.2593"
"2006","DK",341,"DK00","NA","757.7596"
"2006","DK",372,"DK00","NA","419.9677"
"2006","DK",385,"DK00","NA","803.2191"
"2006","DK",386,"DK00","NA","1392.442"
"2006","DK",411,"DK00","NA","826.2615"
"2006","DK",456,"DK00","NA","1042.997"
"2006","DK",465,"DK00","NA","325.8755"
"2006","DK",519,"DK00","NA","830.3675"
"2006","DK",526,"DK00","NA","1208.628"
"2006","DK",533,"DK00","NA","1376.728"
"2006","DK",539,"DK00","NA","399.7267"
"2006","DK",542,"DK00","NA","1213.279"
"2006","DK",560,"DK00","NA","981.5128"
"2006","DK",577,"DK00","NA","320.9335"
"2006","DK",591,"DK00","NA","858.5366"
"2006","DK",606,"DK00","NA","270.8082"
"2006","DK",617,"DK00","NA","1505.253"
"2006","DK",653,"DK00","NA","231.1073"
"2006","DK",682,"DK00","NA","253.7063"
"2006","DK",693,"DK00","NA","965.9663"
"2006","DK",713,"DK00","NA","888.4436"
"2006","DK",758,"DK00","NA","719.4857"
"2006","DK",766,"DK00","NA","306.223"
"2006","DK",772,"DK00","NA","868.9169"
"2006","DK",776,"DK00","NA","333.8288"
"2006","DK",802,"DK00","NA","655.2469"
"2006","DK",805,"DK00","NA","297.475"
"2006","DK",808,"DK00","NA","238.9335"
"2006","DK",809,"DK00","NA","924.4034"
"2006","DK",814,"DK00","NA","994.9528"
"2006","DK",816,"DK00","NA","652.0169"
"2006","DK",824,"DK00","NA","359.2287"
"2006","DK",830,"DK00","NA","553.3768"
"2006","DK",841,"DK00","NA","1018.97"
"2006","DK",879,"DK00","NA","220.0075"
"2006","DK",933,"DK00","NA","876.8426"
"2006","DK",972,"DK00","NA","2053.778"
"2006","DK",976,"DK00","NA","1646.426"
"2006","DK",985,"DK00","NA","1042.997"
"2006","DK",1000,"DK00","NA","924.4034"
"2006","DK",1014,"DK00","NA","290.3677"
"2006","DK",1076,"DK00","NA","508.8522"
"2006","DK",1084,"DK00","NA","1326.524"
"2006","DK",1090,"DK00","NA","1591.411"
"2006","DK",1095,"DK00","NA","720.8529"
"2006","DK",1114,"DK00","NA","528.166"
"2006","DK",1143,"DK00","NA","281.1723"
"2006","DK",1151,"DK00","NA","308.3329"
"2006","DK",1205,"DK00","NA","982.7086"
"2006","DK",1211,"DK00","NA","994.9528"
"2006","DK",1220,"DK00","NA","292.9281"
"2006","DK",1232,"DK00","NA","1019.879"
"2006","DK",1277,"DK00","NA","1505.253"
"2006","DK",1291,"DK00","NA","382.1161"
"2006","DK",1328,"DK00","NA","393.9084"
"2006","DK",1333,"DK00","NA","730.9444"
"2006","DK",1370,"DK00","NA","1173.681"
"2006","DK",1397,"DK00","NA","333.4533"
