"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2008","DK",821,499.090350338045,"3",1960,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",82,47,"0","0.5","1","1",47
"2008","DK",1041,499.090350338045,"2",1986,"1","1","3","2","13","3","NA","NA","0","NA","NA","NA",104,21,"0","99","0","0",21
"2008","DK",1391,499.090350338045,"1",1948,"2","1","1","2","NA","5","NA","30","NA","NA","NA","NA",139,59,"0","1","0","0",60
"2008","DK",1611,499.090350338045,"3",1974,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",161,33,"2","99","0","0",34
"2008","DK",1641,499.090350338045,"2",1961,"1","1","3","2","13","5","NA","NA","NA","NA","NA","NA",164,46,"0","0.6428571429","0","10",46
"2008","DK",1851,499.090350338045,"3",1927,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",185,80,"2","99","0","0",80
"2008","DK",2071,499.090350338045,"1",1981,"1","1","1","2","13","5","NA","NA","37","NA","NA","0",207,26,"0","1","0","0",27
"2008","DK",2391,499.090350338045,"2",1945,"2","1","3","3","NA","3","NA","NA","NA","NA","0","NA",239,62,"0","99","0","0",62
"2008","DK",2431,499.090350338045,"1",1972,"1","1","3","2","NA","NA","NA","NA","NA","NA","NA","NA",243,35,"0","99","0","101",35
"2008","DK",2471,499.090350338045,"1",1963,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",247,44,"0","0.8857142857","0","0",45
"2008","DK",2501,499.090350338045,"2",1976,"1","1","3","2","13","3","NA","NA","NA","0","NA","NA",250,31,"0","1","0","0",32
"2008","DK",2511,499.090350338045,"4",1961,"1","1","1","4","NA","3","NA","NA","NA","NA","0","NA",251,46,"0","1","0","0",47
"2008","DK",2831,499.090350338045,"4",1977,"1","1","3","3","NA","NA","NA","NA","NA","NA","NA","0",283,30,"0","0.8857142857","0","0",30
"2008","DK",2951,499.090350338045,"1",1931,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",295,76,"2","1","0","0",76
"2008","DK",3031,499.090350338045,"4",1983,"1","1","1","3","13","5","NA","28","NA","NA","NA","NA",303,24,"2","99","0","0",24
"2008","DK",3251,499.090350338045,"4",1931,"2","1","3","3","13","5","NA","NA","NA","0","0","NA",325,76,"0","1","0","0",77
"2008","DK",3441,499.090350338045,"1",1949,"2","1","3","3","13","5","NA","NA","NA","NA","NA","NA",344,58,"0","1","0","0",58
"2008","DK",3681,499.090350338045,"1",1936,"1","1","1","3","13","3","25","NA","NA","NA","NA","NA",368,71,"2","0.5","0","0",71
"2008","DK",4171,499.090350338045,"3",1930,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","NA",417,77,"0","0.0590854294","0","0",78
"2008","DK",4371,499.090350338045,"3",1927,"1","1","1","2","13","3","NA","NA","NA","NA","NA","0",437,80,"2","1","0","0",80
"2008","DK",4501,499.090350338045,"4",1973,"1","1","1","2","13","5","NA","NA","NA","NA","NA","0",450,34,"0","0.7857142857","0","0",35
"2008","DK",4531,499.090350338045,"2",1933,"2","1","4","4","13","NA","NA","NA","NA","NA","0","NA",453,74,"0","1","0","11",75
"2008","DK",4771,499.090350338045,"1",1947,"2","1","1","2","13","5","NA","NA","NA","0","NA","NA",477,60,"0","1","0","100",61
"2008","DK",5451,499.090350338045,"4",1946,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","0",545,61,"0","99","0","0",62
"2008","DK",5641,499.090350338045,"1",1985,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",564,22,"1","1","0","101",23
"2008","DK",5801,499.090350338045,"2",1930,"2","1","4","4","13","5","NA","NA","NA","40","NA","NA",580,77,"0","1","0","0",77
"2008","DK",5841,499.090350338045,"2",1927,"1","1","3","4","13","NA","NA","NA","NA","NA","0","NA",584,80,"0","99","0","0",80
"2008","DK",5971,499.090350338045,"2",1959,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","0",597,48,"0","1","0","10",48
"2008","DK",6141,499.090350338045,"4",1955,"1","1","4","4","13","3","NA","NA","NA","NA","NA","0",614,52,"0","99","0","1",52
"2008","DK",6201,499.090350338045,"1",1982,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","0",620,25,"0","1","0","0",25
"2008","DK",6971,499.090350338045,"1",1963,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",697,44,"0","1","0","0",44
"2008","DK",7151,499.090350338045,"2",1933,"2","1","4","2","13","3","NA","NA","NA","0","NA","NA",715,74,"2","1","0","0",75
"2008","DK",7491,499.090350338045,"1",1927,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",749,80,"2","1","0","0",80
"2008","DK",8281,499.090350338045,"4",1978,"1","1","1","4","13","5","NA","NA","NA","40","NA","NA",828,29,"0","0.9285714286","0","0",30
"2008","DK",8631,499.090350338045,"4",1941,"1","1","3","3","NA","NA","NA","NA","NA","0","0","NA",863,66,"0","1","0","10",66
"2008","DK",8641,499.090350338045,"2",1977,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",864,30,"0","1","0","0",31
"2008","DK",8661,499.090350338045,"3",1933,"2","1","3","3","13","NA","NA","NA","NA","0","0","NA",866,74,"2","99","0","0",74
"2008","DK",8701,499.090350338045,"4",1963,"1","1","1","2","13","3","NA","NA","NA","40","NA","NA",870,44,"2","0.9285714286","0","0",44
"2008","DK",8741,499.090350338045,"1",1927,"2","1","3","3","13","5","NA","NA","NA","NA","NA","NA",874,80,"0","1","0","0",80
"2008","DK",9291,499.090350338045,"4",1962,"1","1","4","2","13","NA","NA","NA","0","NA","NA","NA",929,45,"0","1","0","0",45
"2008","DK",9391,499.090350338045,"3",1943,"1","1","1","4","13","3","NA","NA","NA","NA","0","NA",939,64,"2","0.5","0","0",64
"2008","DK",9661,499.090350338045,"2",1979,"2","1","1","3","13","5","NA","NA","45","NA","NA","NA",966,28,"0","99","0","0",28
"2008","DK",10081,499.090350338045,"1",1950,"1","1","3","3","NA","NA","NA","NA","NA","NA","NA","0",1008,57,"2","1","0","100",57
"2008","DK",10491,499.090350338045,"1",1959,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",1049,48,"0","99","0","0",48
"2008","DK",10881,499.090350338045,"1",1943,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",1088,64,"2","99","0","0",64
"2008","DK",11181,499.090350338045,"4",1949,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1118,58,"2","99","0","100",58
"2008","DK",11611,499.090350338045,"2",1930,"2","1","3","4","NA","5","NA","NA","NA","NA","NA","NA",1161,77,"1","0.8333333333","0","0",77
"2008","DK",12011,499.090350338045,"2",1941,"1","1","1","3","NA","5","NA","NA","NA","NA","NA","NA",1201,66,"2","0.5","0","0",66
"2008","DK",12091,499.090350338045,"2",1967,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",1209,40,"0","1","0","0",41
"2008","DK",13161,499.090350338045,"2",1986,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1316,21,"0","0.9030083843","0","0",21
"2008","DK",13251,499.090350338045,"3",1939,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1325,68,"0","0.9571428571","0","0",68
"2008","DK",13611,499.090350338045,"1",1944,"2","1","1","4","NA","3","NA","NA","NA","NA","NA","0",1361,63,"1","1","1","100",63
"2008","DK",13631,499.090350338045,"2",1937,"2","1","1","3","13","NA","NA","NA","NA","0","NA","NA",1363,70,"0","99","0","0",70
"2008","DK",13711,499.090350338045,"3",1973,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","0",1371,34,"2","0","0","0",34
"2008","DK",13791,499.090350338045,"1",1958,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",1379,49,"0","0","0","0",49
"2008","DK",14071,499.090350338045,"2",1973,"2","1","3","2","NA","3","NA","NA","10","NA","NA","0",1407,34,"0","0","0","0",34
"2008","DK",14171,499.090350338045,"2",1951,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",1417,56,"2","1","0","0",56
"2008","DK",14341,499.090350338045,"4",1978,"1","1","1","2","NA","NA","NA","26","10","35","0","NA",1434,29,"0","99","0","101",29
"2008","DK",14971,499.090350338045,"4",1935,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",1497,72,"0","99","0","1",72
"2008","DK",15461,499.090350338045,"3",1943,"1","1","1","4","13","4","NA","NA","NA","0","NA","NA",1546,64,"0","1","0","0",64
"2008","DK",15771,499.090350338045,"3",1949,"1","1","1","2","13","3","NA","NA","NA","0","NA","0",1577,58,"2","0.6666666667","0","100",58
"2008","DK",15811,499.090350338045,"3",1965,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",1581,42,"0","1","0","0",42
"2008","DK",15941,499.090350338045,"4",1929,"2","1","3","2","13","3","NA","NA","NA","NA","NA","0",1594,78,"0","1","0","0",78
"2008","DK",16001,499.090350338045,"3",1927,"1","1","4","4","13","NA","NA","NA","NA","NA","0","0",1600,80,"0","1","0","0",80
"2008","DK",16111,499.090350338045,"2",1968,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",1611,39,"0","0.75","0","0",40
"2008","DK",16141,499.090350338045,"2",1927,"2","1","3","4","13","3","NA","NA","NA","NA","NA","NA",1614,80,"0","1","0","0",80
"2008","DK",16931,499.090350338045,"3",1980,"2","1","1","2","13","5","NA","NA","NA","NA","NA","0",1693,27,"2","99","0","0",28
"2008","DK",17201,499.090350338045,"1",1979,"1","1","1","2","13","4","NA","NA","NA","NA","0","NA",1720,28,"1","1","0","0",28
"2008","DK",17261,499.090350338045,"2",1954,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1726,53,"0","99","0","0",53
"2008","DK",17361,499.090350338045,"4",1964,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",1736,43,"0","1","0","0",43
"2008","DK",17651,499.090350338045,"3",1934,"1","1","1","4","NA","5","NA","22","NA","NA","NA","NA",1765,73,"0","0.9571428571","0","0",73
"2008","DK",18011,499.090350338045,"4",1965,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",1801,42,"0","99","0","0",42
"2008","DK",18601,499.090350338045,"4",1961,"1","1","4","3","13","3","NA","0","NA","NA","0","NA",1860,46,"0","99","0","110",47
"2008","DK",19541,499.090350338045,"2",1943,"2","1","4","3","NA","5","NA","NA","NA","NA","NA","0",1954,64,"2","0.3333333333","0","0",65
"2008","DK",19901,499.090350338045,"2",1952,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",1990,55,"2","0.9","0","0",55
"2008","DK",20371,499.090350338045,"1",1960,"1","1","1","4","NA","NA","NA","NA","NA","NA","NA","NA",2037,47,"0","1","0","0",48
"2008","DK",20431,499.090350338045,"1",1969,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",2043,38,"0","99","0","111",39
"2008","DK",20561,499.090350338045,"3",1970,"1","1","1","2","13","3","NA","NA","35","NA","0","NA",2056,37,"2","99","0","0",38
"2008","DK",20811,499.090350338045,"4",1940,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",2081,67,"0","1","0","0",68
"2008","DK",20981,499.090350338045,"3",1962,"2","1","1","2","13","5","NA","NA","NA","NA","NA","0",2098,45,"0","0.6607142857","0","100",45
"2008","DK",21141,499.090350338045,"2",1940,"2","1","1","2","13","5","NA","NA","NA","NA","0","0",2114,67,"0","0","0","0",67
"2008","DK",21911,499.090350338045,"2",1974,"1","1","3","2","13","5","NA","NA","NA","NA","NA","NA",2191,33,"1","1","0","0",33
"2008","DK",21931,499.090350338045,"3",1974,"1","1","2","4","13","NA","NA","NA","0","NA","NA","0",2193,33,"0","0.9285714286","0","0",34
"2008","DK",21981,499.090350338045,"1",1956,"1","1","4","2","13","5","NA","NA","NA","NA","NA","NA",2198,51,"2","1","0","0",51
"2008","DK",22101,499.090350338045,"2",1927,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2210,80,"2","1","0","0",80
"2008","DK",22701,499.090350338045,"1",1984,"1","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",2270,23,"0","0.8571428571","0","0",23
"2008","DK",22801,499.090350338045,"4",1972,"1","1","1","4","13","5","NA","NA","NA","NA","NA","NA",2280,35,"0","0","0","0",36
"2008","DK",22831,499.090350338045,"3",1986,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",2283,21,"0","99","0","0",21
"2008","DK",22861,499.090350338045,"2",1930,"2","1","3","4","13","3","NA","NA","0","NA","NA","NA",2286,77,"0","1","0","0",78
"2008","DK",23811,499.090350338045,"3",1931,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",2381,76,"2","0.9714285714","0","0",77
"2008","DK",24201,499.090350338045,"1",1927,"2","1","1","2","13","5","NA","NA","NA","NA","0","NA",2420,80,"2","99","0","0",80
"2008","DK",24401,499.090350338045,"1",1984,"1","1","4","2","NA","3","NA","NA","NA","NA","NA","NA",2440,23,"0","1","0","0",24
"2008","DK",24921,499.090350338045,"4",1982,"1","1","4","3","13","5","NA","NA","NA","NA","NA","NA",2492,25,"1","1","0","0",26
"2008","DK",25651,499.090350338045,"3",1948,"2","1","1","2","13","3","NA","22","0","NA","NA","NA",2565,59,"0","1","0","0",60
"2008","DK",25751,499.090350338045,"1",1978,"1","1","1","4","13","3","NA","0","NA","0","NA","NA",2575,29,"1","99","0","101",30
"2008","DK",25781,499.090350338045,"4",1956,"1","1","1","2","13","3","NA","NA","NA","NA","0","NA",2578,51,"0","99","0","0",52
"2008","DK",26301,499.090350338045,"1",1938,"2","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",2630,69,"0","0.4444444444","0","1",69
"2008","DK",26601,499.090350338045,"2",1973,"1","1","4","2","13","5","NA","NA","NA","0","NA","NA",2660,34,"0","99","0","0",35
"2008","DK",27231,499.090350338045,"2",1935,"1","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA",2723,72,"0","1","0","0",72
"2008","DK",27561,499.090350338045,"3",1986,"1","1","4","2","13","3","NA","NA","NA","37","NA","NA",2756,21,"2","1","0","0",21
"2008","DK",27651,499.090350338045,"1",1978,"2","1","1","3","13","5","NA","NA","NA","NA","NA","NA",2765,29,"2","99","0","0",29
"2008","DK",27951,499.090350338045,"4",1974,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",2795,33,"2","0.3333333333","0","100",34
"2008","DK",28321,499.090350338045,"2",1937,"1","1","1","2","13","5","NA","NA","NA","NA","NA","NA",2832,70,"0","1","0","100",70
"2008","DK",28511,499.090350338045,"4",1935,"2","1","1","2","NA","5","NA","NA","NA","NA","NA","NA",2851,72,"2","0.9","0","0",73
"2008","DK",28901,499.090350338045,"2",1963,"1","1","1","2","13","3","NA","0","NA","0","NA","NA",2890,44,"0","1","0","0",45
"2008","DK",28971,499.090350338045,"2",1957,"2","1","1","2","13","NA","25","NA","NA","NA","0","NA",2897,50,"2","99","0","0",50
"2008","DK",29201,499.090350338045,"3",1954,"1","1","3","4","13","3","NA","NA","NA","NA","0","NA",2920,53,"0","1","0","0",53
"2008","DK",29511,499.090350338045,"1",1944,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",2951,63,"1","0.9142857143","0","0",63
"2008","DK",29701,499.090350338045,"2",1940,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",2970,67,"0","1","0","0",68
