"DB010","DB020","DB030","DB040","DB062","DB090"
"2012","DK",84,"DK01","NA","279.1331"
"2012","DK",106,"DK01","NA","388.3888"
"2012","DK",141,"DK01","NA","210.219"
"2012","DK",164,"DK01","NA","1218.722"
"2012","DK",167,"DK01","NA","919.2916"
"2012","DK",189,"DK01","NA","1303.069"
"2012","DK",211,"DK01","NA","2206.385"
"2012","DK",243,"DK01","NA","1093.774"
"2012","DK",247,"DK01","NA","1782.153"
"2012","DK",252,"DK01","NA","1060.221"
"2012","DK",255,"DK01","NA","823.3705"
"2012","DK",256,"DK01","NA","415.7163"
"2012","DK",288,"DK01","NA","449.5499"
"2012","DK",301,"DK01","NA","484.5298"
"2012","DK",309,"DK01","NA","485.3568"
"2012","DK",331,"DK01","NA","1090.502"
"2012","DK",351,"DK01","NA","1702.693"
"2012","DK",376,"DK01","NA","280.5354"
"2012","DK",446,"DK01","NA","322.1467"
"2012","DK",458,"DK01","NA","993.9812"
"2012","DK",462,"DK01","NA","1845.11"
"2012","DK",486,"DK01","NA","533.0328"
"2012","DK",556,"DK01","NA","595.1974"
"2012","DK",576,"DK01","NA","907.3427"
"2012","DK",591,"DK01","NA","337.9638"
"2012","DK",595,"DK01","NA","4431.45"
"2012","DK",608,"DK01","NA","628.7389"
"2012","DK",626,"DK01","NA","3946.14"
"2012","DK",633,"DK01","NA","442.1696"
"2012","DK",711,"DK01","NA","1074.374"
"2012","DK",729,"DK01","NA","1049.284"
"2012","DK",764,"DK01","NA","1065.757"
"2012","DK",844,"DK01","NA","1126.894"
"2012","DK",879,"DK01","NA","1426.013"
"2012","DK",881,"DK01","NA","1231.316"
"2012","DK",883,"DK01","NA","717.2753"
"2012","DK",887,"DK01","NA","1269.966"
"2012","DK",891,"DK01","NA","339.8445"
"2012","DK",947,"DK01","NA","1543.632"
"2012","DK",957,"DK01","NA","1002.843"
"2012","DK",985,"DK01","NA","309.1592"
"2012","DK",1028,"DK01","NA","585.9666"
"2012","DK",1069,"DK01","NA","1005.225"
"2012","DK",1140,"DK01","NA","1353.09"
"2012","DK",1183,"DK01","NA","985.3768"
"2012","DK",1224,"DK01","NA","288.0601"
"2012","DK",1233,"DK01","NA","152.1111"
"2012","DK",1341,"DK01","NA","635.5309"
"2012","DK",1351,"DK01","NA","1186.427"
"2012","DK",1387,"DK01","NA","1884.237"
"2012","DK",1390,"DK01","NA","1529.899"
"2012","DK",1397,"DK01","NA","282.9879"
"2012","DK",1407,"DK01","NA","1047.865"
"2012","DK",1435,"DK01","NA","1133.471"
"2012","DK",1444,"DK01","NA","1104.787"
"2012","DK",1461,"DK01","NA","258.2615"
"2012","DK",1527,"DK01","NA","1586.303"
"2012","DK",1576,"DK01","NA","353.5115"
"2012","DK",1608,"DK01","NA","319.4"
"2012","DK",1611,"DK01","NA","535.2795"
"2012","DK",1625,"DK01","NA","776.6779"
"2012","DK",1631,"DK01","NA","1364.103"
"2012","DK",1643,"DK01","NA","825.5777"
"2012","DK",1645,"DK01","NA","287.3494"
"2012","DK",1726,"DK01","NA","413.0492"
"2012","DK",1754,"DK01","NA","1108.161"
"2012","DK",1760,"DK01","NA","267.0201"
"2012","DK",1771,"DK01","NA","3481.853"
"2012","DK",1799,"DK01","NA","1103.356"
"2012","DK",1836,"DK01","NA","979.7624"
"2012","DK",1991,"DK01","NA","254.2651"
"2012","DK",2028,"DK01","NA","4597.574"
"2012","DK",2076,"DK01","NA","939.9278"
"2012","DK",2083,"DK01","NA","1087.473"
"2012","DK",2096,"DK01","NA","1036.029"
"2012","DK",2122,"DK01","NA","396.4451"
"2012","DK",2139,"DK01","NA","732.7362"
"2012","DK",2234,"DK01","NA","1273.706"
"2012","DK",2241,"DK01","NA","303.3394"
"2012","DK",2252,"DK01","NA","566.7782"
"2012","DK",2314,"DK01","NA","3095.22"
"2012","DK",2325,"DK01","NA","1052.783"
"2012","DK",2327,"DK01","NA","645.6056"
"2012","DK",2331,"DK01","NA","313.1467"
"2012","DK",2428,"DK01","NA","988.1967"
"2012","DK",2468,"DK01","NA","1214.512"
"2012","DK",2487,"DK01","NA","575.163"
"2012","DK",2541,"DK01","NA","970.7043"
"2012","DK",2614,"DK01","NA","421.3601"
"2012","DK",2626,"DK01","NA","322.6504"
"2012","DK",2628,"DK01","NA","217.3233"
"2012","DK",2681,"DK01","NA","851.1881"
"2012","DK",2711,"DK01","NA","151.4426"
"2012","DK",2809,"DK01","NA","157.9194"
"2012","DK",2849,"DK01","NA","252.8359"
"2012","DK",2905,"DK01","NA","1008.962"
"2012","DK",2946,"DK01","NA","1073.096"
"2012","DK",2954,"DK01","NA","404.0484"
"2012","DK",2977,"DK01","NA","1262.958"
"2012","DK",3008,"DK01","NA","313.2737"
"2012","DK",3028,"DK01","NA","563.2241"
"2012","DK",3152,"DK01","NA","458.6969"
"2012","DK",3162,"DK01","NA","526.1323"
"2012","DK",3191,"DK01","NA","326.7041"
"2012","DK",3194,"DK01","NA","1725.023"
"2012","DK",3220,"DK01","NA","416.6289"
"2012","DK",3233,"DK01","NA","240.5505"
"2012","DK",3242,"DK01","NA","1559.684"
"2012","DK",3258,"DK01","NA","2592.494"
"2012","DK",3297,"DK01","NA","210.7527"
"2012","DK",3304,"DK01","NA","234.3123"
"2012","DK",3314,"DK01","NA","1040.592"
"2012","DK",3343,"DK01","NA","1135.434"
"2012","DK",3353,"DK01","NA","1122.232"
"2012","DK",3388,"DK01","NA","597.1934"
"2012","DK",3393,"DK01","NA","1631.314"
"2012","DK",3453,"DK01","NA","1328.112"
"2012","DK",3489,"DK01","NA","1037.91"
"2012","DK",3495,"DK01","NA","1654.721"
"2012","DK",3505,"DK01","NA","136.9722"
"2012","DK",3575,"DK01","NA","652.8182"
"2012","DK",3596,"DK01","NA","2637.282"
"2012","DK",3599,"DK01","NA","463.8299"
"2012","DK",3608,"DK01","NA","1855.426"
"2012","DK",3615,"DK01","NA","193.0404"
"2012","DK",3635,"DK01","NA","693.7838"
"2012","DK",3636,"DK01","NA","3915.517"
"2012","DK",3685,"DK01","NA","296.4775"
"2012","DK",3705,"DK01","NA","340.6206"
"2012","DK",3727,"DK01","NA","347.7802"
"2012","DK",3728,"DK01","NA","1108.436"
"2012","DK",3748,"DK01","NA","186.9682"
"2012","DK",3753,"DK01","NA","283.2402"
"2012","DK",3758,"DK01","NA","321.4357"
"2012","DK",3771,"DK01","NA","876.3053"
"2012","DK",3807,"DK01","NA","822.8349"
"2012","DK",3816,"DK01","NA","462.2132"
"2012","DK",3838,"DK01","NA","2994.315"
"2012","DK",3899,"DK01","NA","366.0134"
"2012","DK",3913,"DK01","NA","230.6425"
"2012","DK",3936,"DK01","NA","529.2686"
"2012","DK",3951,"DK01","NA","114.9314"
"2012","DK",3994,"DK01","NA","890.8395"
"2012","DK",4008,"DK01","NA","1002.904"
"2012","DK",4079,"DK01","NA","292.8946"
"2012","DK",4109,"DK01","NA","860.6661"
"2012","DK",4147,"DK01","NA","1472.386"
"2012","DK",4188,"DK01","NA","1076.877"
"2012","DK",4209,"DK01","NA","836.9076"
"2012","DK",4213,"DK01","NA","1359.488"
"2012","DK",4282,"DK01","NA","526.1323"
"2012","DK",4371,"DK01","NA","1849.288"
"2012","DK",4418,"DK01","NA","2012.458"
"2012","DK",4494,"DK01","NA","279.2359"
"2012","DK",4501,"DK01","NA","347.0987"
"2012","DK",4556,"DK01","NA","1190.847"
"2012","DK",4605,"DK01","NA","879.0885"
"2012","DK",4645,"DK01","NA","3402.086"
"2012","DK",4646,"DK01","NA","1529.706"
"2012","DK",4677,"DK01","NA","292.3877"
"2012","DK",4756,"DK01","NA","369.181"
"2012","DK",4785,"DK01","NA","627.788"
"2012","DK",4875,"DK01","NA","836.9076"
"2012","DK",4884,"DK01","NA","1095.547"
"2012","DK",4910,"DK01","NA","931.5061"
"2012","DK",4976,"DK01","NA","346.5217"
"2012","DK",4983,"DK01","NA","510.1649"
"2012","DK",4989,"DK01","NA","985.9581"
"2012","DK",5031,"DK01","NA","460.9154"
"2012","DK",5055,"DK01","NA","471.4039"
"2012","DK",5086,"DK01","NA","826.006"
"2012","DK",5111,"DK01","NA","545.1082"
"2012","DK",5121,"DK01","NA","399.6505"
"2012","DK",5132,"DK01","NA","917.8839"
"2012","DK",5136,"DK01","NA","501.8703"
"2012","DK",5139,"DK01","NA","834.6279"
"2012","DK",5144,"DK01","NA","1131.154"
"2012","DK",5175,"DK01","NA","1648.819"
"2012","DK",5186,"DK01","NA","729.5986"
"2012","DK",5251,"DK01","NA","1126.283"
"2012","DK",5262,"DK01","NA","754.3021"
"2012","DK",5285,"DK01","NA","673.6607"
"2012","DK",5293,"DK01","NA","3095.22"
"2012","DK",5303,"DK01","NA","980.9509"
"2012","DK",5345,"DK01","NA","1001.054"
"2012","DK",5382,"DK01","NA","2901.229"
"2012","DK",5389,"DK01","NA","1234.084"
"2012","DK",5400,"DK01","NA","620.5299"
"2012","DK",5442,"DK01","NA","1063.182"
"2012","DK",5470,"DK01","NA","632.4032"
"2012","DK",5480,"DK01","NA","3928.836"
"2012","DK",5553,"DK01","NA","2012.458"
"2012","DK",5580,"DK01","NA","544.7422"
"2012","DK",5606,"DK01","NA","3850.89"
"2012","DK",5624,"DK01","NA","1543.632"
"2012","DK",5690,"DK01","NA","1110.772"
"2012","DK",5694,"DK01","NA","357.035"
"2012","DK",5754,"DK01","NA","359.9198"
"2012","DK",5755,"DK01","NA","1502.385"
"2012","DK",5760,"DK01","NA","542.0545"
"2012","DK",5778,"DK01","NA","513.859"
"2012","DK",5812,"DK01","NA","1016.187"
"2012","DK",5819,"DK01","NA","1548.902"
"2012","DK",5868,"DK01","NA","964.7339"
"2012","DK",5906,"DK01","NA","1314.143"
"2012","DK",5924,"DK01","NA","1548.209"
"2012","DK",5929,"DK01","NA","1008.962"
"2012","DK",5931,"DK01","NA","828.1017"
"2012","DK",5963,"DK01","NA","603.0826"
"2012","DK",6021,"DK01","NA","919.2916"
"2012","DK",6066,"DK01","NA","1210.532"
"2012","DK",6074,"DK01","NA","330.2366"
"2012","DK",6080,"DK01","NA","774.5139"
"2012","DK",6129,"DK01","NA","590.2581"
"2012","DK",6171,"DK01","NA","198.9671"
"2012","DK",6176,"DK01","NA","1107.452"
"2012","DK",6232,"DK01","NA","1086.207"
"2012","DK",6236,"DK01","NA","1675.886"
"2012","DK",6258,"DK01","NA","656.4419"
"2012","DK",6260,"DK01","NA","980.9509"
"2012","DK",6274,"DK01","NA","1188.29"
"2012","DK",6299,"DK01","NA","1469.411"
"2012","DK",6394,"DK01","NA","979.783"
"2012","DK",6464,"DK01","NA","2530.388"
"2012","DK",6495,"DK01","NA","465.8205"
"2012","DK",6505,"DK01","NA","203.5811"
"2012","DK",6555,"DK01","NA","930.2743"
"2012","DK",6565,"DK01","NA","1025.333"
"2012","DK",6631,"DK01","NA","1002.866"
"2012","DK",6638,"DK01","NA","375.6837"
"2012","DK",6664,"DK01","NA","912.8401"
"2012","DK",6736,"DK01","NA","2410.304"
"2012","DK",6781,"DK01","NA","670.1963"
"2012","DK",6786,"DK01","NA","185.9887"
"2012","DK",6796,"DK01","NA","2816.918"
"2012","DK",6884,"DK01","NA","2565.797"
"2012","DK",6889,"DK01","NA","1726.002"
"2012","DK",6897,"DK01","NA","1054.744"
"2012","DK",6912,"DK01","NA","3174.587"
"2012","DK",6930,"DK01","NA","927.9766"
"2012","DK",7036,"DK01","NA","729.3741"
"2012","DK",7040,"DK01","NA","911.4313"
"2012","DK",7044,"DK01","NA","1046.573"
"2012","DK",7053,"DK01","NA","2094.894"
"2012","DK",7099,"DK01","NA","360.0575"
"2012","DK",7119,"DK01","NA","1297.975"
"2012","DK",7126,"DK01","NA","462.649"
"2012","DK",7134,"DK01","NA","179.6623"
"2012","DK",7155,"DK01","NA","3391.1"
"2012","DK",7159,"DK01","NA","1305.956"
"2012","DK",7211,"DK01","NA","345.8896"
"2012","DK",7222,"DK01","NA","388.0834"
"2012","DK",7226,"DK01","NA","1126.828"
"2012","DK",7236,"DK01","NA","310.4618"
"2012","DK",7289,"DK01","NA","336.217"
"2012","DK",7305,"DK01","NA","3481.853"
"2012","DK",7345,"DK01","NA","646.7754"
"2012","DK",7351,"DK01","NA","3668.17"
"2012","DK",7374,"DK01","NA","1426.013"
"2012","DK",7381,"DK01","NA","1042.6"
"2012","DK",7397,"DK01","NA","237.6955"
"2012","DK",7410,"DK01","NA","969.3873"
"2012","DK",7448,"DK01","NA","406.6514"
"2012","DK",7455,"DK01","NA","201.8646"
"2012","DK",7540,"DK01","NA","1328.965"
"2012","DK",7554,"DK01","NA","1058.439"
"2012","DK",7569,"DK01","NA","509.3214"
"2012","DK",7571,"DK01","NA","314.1286"
"2012","DK",7586,"DK01","NA","441.798"
"2012","DK",7594,"DK01","NA","417.3339"
"2012","DK",7612,"DK01","NA","1093.619"
"2012","DK",7614,"DK01","NA","1247.288"
"2012","DK",7618,"DK01","NA","587.8755"
"2012","DK",7626,"DK01","NA","1482.12"
"2012","DK",7662,"DK01","NA","401.6345"
"2012","DK",7674,"DK01","NA","2197.432"
"2012","DK",7711,"DK01","NA","1379.802"
"2012","DK",7722,"DK01","NA","1106.309"
"2012","DK",7754,"DK01","NA","405.3266"
"2012","DK",7797,"DK01","NA","1323.145"
"2012","DK",7816,"DK01","NA","1056.975"
"2012","DK",7841,"DK01","NA","1211.107"
"2012","DK",7863,"DK01","NA","1199.757"
"2012","DK",7886,"DK01","NA","868.9055"
"2012","DK",7888,"DK01","NA","3477.787"
"2012","DK",7910,"DK01","NA","4597.574"
"2012","DK",7925,"DK01","NA","1502.385"
"2012","DK",7945,"DK01","NA","804.2478"
"2012","DK",7977,"DK01","NA","140.1817"
"2012","DK",7978,"DK01","NA","583.3974"
"2012","DK",8002,"DK01","NA","1081.422"
"2012","DK",8073,"DK01","NA","350.7543"
"2012","DK",8087,"DK01","NA","860.6661"
"2012","DK",8106,"DK01","NA","446.0545"
"2012","DK",8155,"DK01","NA","1122.568"
"2012","DK",8228,"DK01","NA","245.3591"
"2012","DK",8232,"DK01","NA","1117.236"
"2012","DK",8293,"DK01","NA","988.3386"
"2012","DK",8317,"DK01","NA","3081.006"
"2012","DK",8344,"DK01","NA","2735.873"
"2012","DK",8370,"DK01","NA","993.1792"
"2012","DK",8394,"DK01","NA","340.4248"
"2012","DK",8413,"DK01","NA","319.0615"
"2012","DK",8454,"DK01","NA","1025.167"
"2012","DK",8459,"DK01","NA","515.0289"
"2012","DK",8471,"DK01","NA","1081.288"
"2012","DK",8493,"DK01","NA","266.9704"
"2012","DK",8537,"DK01","NA","964.1937"
"2012","DK",8540,"DK01","NA","1053.819"
"2012","DK",8545,"DK01","NA","1176.721"
"2012","DK",8622,"DK01","NA","239.2208"
"2012","DK",8630,"DK01","NA","939.5858"
"2012","DK",8646,"DK01","NA","3382.136"
"2012","DK",8654,"DK01","NA","2530.388"
"2012","DK",8683,"DK01","NA","1254.4"
"2012","DK",8685,"DK01","NA","2197.432"
"2012","DK",8729,"DK01","NA","1453.239"
"2012","DK",8754,"DK01","NA","1416.301"
"2012","DK",8798,"DK01","NA","962.8565"
"2012","DK",8800,"DK01","NA","362.093"
"2012","DK",8814,"DK01","NA","1042.931"
"2012","DK",8843,"DK01","NA","1513.268"
"2012","DK",8898,"DK01","NA","217.033"
