"DB010","DB020","DB030","DB040","DB062","DB090"
"2010","DK",85,"DK01","NA","497.5494"
"2010","DK",107,"DK01","NA","578.8236"
"2010","DK",142,"DK01","NA","434.9118"
"2010","DK",165,"DK01","NA","623.4744"
"2010","DK",169,"DK01","NA","561.2577"
"2010","DK",190,"DK01","NA","898.1397"
"2010","DK",212,"DK01","NA","1381.367"
"2010","DK",245,"DK01","NA","1401.669"
"2010","DK",249,"DK01","NA","666.4316"
"2010","DK",250,"DK01","NA","338.1777"
"2010","DK",254,"DK01","NA","487.3775"
"2010","DK",257,"DK01","NA","1185.187"
"2010","DK",258,"DK01","NA","306.4581"
"2010","DK",290,"DK01","NA","1461.698"
"2010","DK",303,"DK01","NA","227.696"
"2010","DK",311,"DK01","NA","240.712"
"2010","DK",334,"DK01","NA","1437.588"
"2010","DK",354,"DK01","NA","243.6943"
"2010","DK",378,"DK01","NA","245.1654"
"2010","DK",429,"DK01","NA","922.7135"
"2010","DK",449,"DK01","NA","507.5167"
"2010","DK",462,"DK01","NA","742.9114"
"2010","DK",465,"DK01","NA","922.4609"
"2010","DK",490,"DK01","NA","420.8722"
"2010","DK",560,"DK01","NA","2701.766"
"2010","DK",580,"DK01","NA","966.8778"
"2010","DK",596,"DK01","NA","1365.991"
"2010","DK",600,"DK01","NA","120.9345"
"2010","DK",613,"DK01","NA","263.9976"
"2010","DK",631,"DK01","NA","2495.37"
"2010","DK",638,"DK01","NA","1386.882"
"2010","DK",717,"DK01","NA","679.359"
"2010","DK",735,"DK01","NA","77.68414"
"2010","DK",770,"DK01","NA","946.8757"
"2010","DK",851,"DK01","NA","254.6227"
"2010","DK",886,"DK01","NA","520.1969"
"2010","DK",888,"DK01","NA","571.8132"
"2010","DK",890,"DK01","NA","1210.734"
"2010","DK",894,"DK01","NA","852.6777"
"2010","DK",898,"DK01","NA","263.6275"
"2010","DK",954,"DK01","NA","968.8503"
"2010","DK",964,"DK01","NA","1107.262"
"2010","DK",993,"DK01","NA","1070.089"
"2010","DK",1036,"DK01","NA","116.7659"
"2010","DK",1077,"DK01","NA","1115.659"
"2010","DK",1118,"DK01","NA","943.5932"
"2010","DK",1149,"DK01","NA","436.8407"
"2010","DK",1192,"DK01","NA","296.1715"
"2010","DK",1233,"DK01","NA","1130.455"
"2010","DK",1242,"DK01","NA","1219.059"
"2010","DK",1243,"DK01","NA","185.6461"
"2010","DK",1352,"DK01","NA","776.4218"
"2010","DK",1362,"DK01","NA","412.3586"
"2010","DK",1398,"DK01","NA","413.1035"
"2010","DK",1401,"DK01","NA","500.2845"
"2010","DK",1408,"DK01","NA","621.2851"
"2010","DK",1418,"DK01","NA","2495.37"
"2010","DK",1446,"DK01","NA","337.5273"
"2010","DK",1455,"DK01","NA","143.372"
"2010","DK",1473,"DK01","NA","1322.616"
