"DB010","DB020","DB030","DB040","DB062","DB090"
"2008","DK",82,"DK01","NA","413.0358"
"2008","DK",104,"DK01","NA","234.374"
"2008","DK",139,"DK01","NA","951.3649"
"2008","DK",161,"DK01","NA","198.887"
"2008","DK",164,"DK01","NA","758.4923"
"2008","DK",185,"DK01","NA","855.6939"
"2008","DK",207,"DK01","NA","232.9654"
"2008","DK",239,"DK01","NA","549.0837"
"2008","DK",243,"DK01","NA","314.6632"
"2008","DK",247,"DK01","NA","1190.9"
"2008","DK",250,"DK01","NA","287.9952"
"2008","DK",251,"DK01","NA","994.4224"
"2008","DK",283,"DK01","NA","304.6063"
"2008","DK",295,"DK01","NA","362.2838"
"2008","DK",303,"DK01","NA","385.1258"
"2008","DK",325,"DK01","NA","1713.229"
"2008","DK",344,"DK01","NA","782.4654"
"2008","DK",368,"DK01","NA","375.5705"
"2008","DK",417,"DK01","NA","897.5535"
"2008","DK",437,"DK01","NA","944.4125"
"2008","DK",450,"DK01","NA","549.9362"
"2008","DK",453,"DK01","NA","526.4398"
"2008","DK",477,"DK01","NA","1006.455"
"2008","DK",545,"DK01","NA","987.1628"
"2008","DK",564,"DK01","NA","285.3919"
"2008","DK",580,"DK01","NA","335.0014"
"2008","DK",584,"DK01","NA","2256.402"
"2008","DK",597,"DK01","NA","1048.861"
"2008","DK",614,"DK01","NA","1266.708"
"2008","DK",620,"DK01","NA","1248.432"
"2008","DK",697,"DK01","NA","741.8585"
"2008","DK",715,"DK01","NA","953.3851"
"2008","DK",749,"DK01","NA","1061.179"
"2008","DK",828,"DK01","NA","322.3557"
"2008","DK",863,"DK01","NA","327.5007"
"2008","DK",864,"DK01","NA","508.516"
"2008","DK",866,"DK01","NA","1602.985"
"2008","DK",870,"DK01","NA","361.7457"
"2008","DK",874,"DK01","NA","369.3935"
"2008","DK",929,"DK01","NA","951.3649"
"2008","DK",939,"DK01","NA","597.7316"
"2008","DK",966,"DK01","NA","416.1085"
"2008","DK",1008,"DK01","NA","421.0279"
"2008","DK",1049,"DK01","NA","431.2994"
"2008","DK",1088,"DK01","NA","660.1555"
"2008","DK",1118,"DK01","NA","257.0933"
"2008","DK",1161,"DK01","NA","237.4283"
"2008","DK",1201,"DK01","NA","928.9507"
"2008","DK",1209,"DK01","NA","1222.453"
"2008","DK",1316,"DK01","NA","152.403"
"2008","DK",1325,"DK01","NA","293.4052"
"2008","DK",1361,"DK01","NA","851.6044"
"2008","DK",1363,"DK01","NA","978.5847"
"2008","DK",1371,"DK01","NA","291.4766"
"2008","DK",1379,"DK01","NA","315.3701"
"2008","DK",1407,"DK01","NA","333.5209"
"2008","DK",1417,"DK01","NA","603.9282"
