"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2009","AT",61,497.777777777778,"4",1928,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",6,80,"0","1","0","0",80
"2009","AT",111,497.777777777778,"3",1953,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",11,55,"0","0.8354919885","0","0",56
"2009","AT",321,497.777777777778,"4",1973,"1","1","1","4","11","5","NA","NA","NA","NA","NA","NA",32,35,"0","1","0","0",36
"2009","AT",561,497.777777777778,"1",1947,"2","1","3","4","11","3","NA","NA","0","0","NA","NA",56,61,"0","0.2857142857","0","0",61
"2009","AT",611,497.777777777778,"4",1928,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",61,80,"0","0.3333333333","0","0",80
"2009","AT",841,497.777777777778,"2",1932,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",84,76,"2","0.5","0","100",76
"2009","AT",1101,497.777777777778,"4",1947,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",110,61,"1","0.7142857143","0","0",61
"2009","AT",1381,497.777777777778,"3",1928,"2","1","3","1","11","3","NA","NA","NA","NA","NA","0",138,80,"0","99","0","0",80
"2009","AT",1451,497.777777777778,"3",1946,"2","1","3","4","11","5","NA","25","NA","NA","NA","NA",145,62,"0","99","0","0",63
"2009","AT",1601,497.777777777778,"3",1928,"2","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",160,80,"0","0","0","0",80
"2009","AT",1691,497.777777777778,"4",1947,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",169,61,"0","99","0","0",61
"2009","AT",1711,497.777777777778,"4",1969,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",171,39,"0","0.85","0","0",39
"2009","AT",1941,497.777777777778,"3",1987,"1","1","1","1","11","5","NA","NA","NA","NA","NA","0",194,21,"1","1","0","0",21
"2009","AT",1961,497.777777777778,"3",1955,"1","1","1","1","NA","3","NA","NA","NA","NA","NA","NA",196,53,"0","99","1","0",53
"2009","AT",2051,497.777777777778,"1",1965,"2","1","3","1","11","3","NA","NA","NA","NA","NA","NA",205,43,"0","0.8517515838","0","100",43
"2009","AT",2161,497.777777777778,"4",1946,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",216,62,"0","99","0","0",63
"2009","AT",2321,497.777777777778,"4",1965,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",232,43,"0","0.8055555556","0","0",44
"2009","AT",2651,497.777777777778,"2",1955,"1","1","1","1","14","NA","NA","NA","0","0","NA","NA",265,53,"0","1","0","0",53
"2009","AT",2741,497.777777777778,"2",1955,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",274,53,"0","1","0","0",53
"2009","AT",2761,497.777777777778,"3",1941,"2","1","4","4","11","5","NA","NA","NA","NA","NA","NA",276,67,"0","1","0","0",68
"2009","AT",2831,497.777777777778,"1",1939,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",283,69,"1","99","0","0",70
"2009","AT",3001,497.777777777778,"1",1928,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",300,80,"0","0.9571428571","0","0",80
"2009","AT",3071,497.777777777778,"2",1928,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",307,80,"0","0.3174603175","0","0",80
"2009","AT",3191,497.777777777778,"4",1941,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",319,67,"0","1","0","0",68
"2009","AT",3431,497.777777777778,"3",1939,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",343,69,"0","0.9714285714","0","100",69
"2009","AT",3441,497.777777777778,"4",1956,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",344,52,"0","99","0","1",53
"2009","AT",3821,497.777777777778,"4",1957,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","12",382,51,"2","0.6666666667","0","0",52
"2009","AT",3901,497.777777777778,"3",1941,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",390,67,"0","1","0","0",68
"2009","AT",3921,497.777777777778,"2",1952,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",392,56,"0","1","0","0",57
"2009","AT",4011,497.777777777778,"2",1959,"2","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",401,49,"2","0","0","0",49
"2009","AT",4021,497.777777777778,"2",1928,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",402,80,"0","1","0","0",80
"2009","AT",4231,497.777777777778,"3",1941,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",423,67,"1","0.3333333333","0","0",67
