"DB010","DB020","DB030","DB040","DB062","DB090"
"2006","AT",6,"AT11","NA","835.3802"
"2006","AT",10,"AT11","NA","211.5006"
"2006","AT",31,"AT11","NA","1269.259"
"2006","AT",55,"AT11","NA","456.2758"
"2006","AT",60,"AT11","NA","286.0803"
"2006","AT",82,"AT11","NA","456.2758"
"2006","AT",108,"AT11","NA","492.1707"
"2006","AT",134,"AT11","NA","620.6356"
"2006","AT",141,"AT11","NA","713.6054"
"2006","AT",156,"AT11","NA","604.5758"
"2006","AT",165,"AT11","NA","913.563"
"2006","AT",167,"AT11","NA","593.9568"
"2006","AT",189,"AT11","NA","1042.105"
"2006","AT",191,"AT11","NA","493.7985"
"2006","AT",200,"AT11","NA","989.6433"
"2006","AT",211,"AT11","NA","386.1609"
"2006","AT",227,"AT11","NA","3880.15"
"2006","AT",259,"AT11","NA","1125.195"
"2006","AT",268,"AT11","NA","494.1799"
"2006","AT",269,"AT11","NA","467.6454"
"2006","AT",276,"AT11","NA","439.142"
"2006","AT",293,"AT11","NA","412.5277"
"2006","AT",301,"AT11","NA","670.3445"
"2006","AT",311,"AT11","NA","502.0214"
"2006","AT",336,"AT11","NA","436.5155"
"2006","AT",337,"AT11","NA","1043.838"
"2006","AT",373,"AT11","NA","1709.426"
"2006","AT",381,"AT11","NA","664.3296"
"2006","AT",383,"AT11","NA","444.0366"
"2006","AT",392,"AT11","NA","866.0842"
"2006","AT",414,"AT11","NA","483.3573"
"2006","AT",428,"AT11","NA","1771.675"
"2006","AT",436,"AT11","NA","711.3236"
"2006","AT",451,"AT11","NA","893.5206"
"2006","AT",452,"AT11","NA","575.933"
"2006","AT",461,"AT11","NA","419.0683"
"2006","AT",476,"AT11","NA","569.4621"
"2006","AT",480,"AT11","NA","235.3391"
"2006","AT",491,"AT11","NA","384.7331"
"2006","AT",513,"AT11","NA","425.5788"
"2006","AT",539,"AT11","NA","664.3466"
"2006","AT",540,"AT11","NA","1334.477"
"2006","AT",551,"AT11","NA","730.7238"
"2006","AT",556,"AT11","NA","1108.795"
"2006","AT",562,"AT11","NA","432.5404"
"2006","AT",564,"AT11","NA","798.3186"
"2006","AT",568,"AT11","NA","494.1309"
"2006","AT",583,"AT11","NA","703.2808"
"2006","AT",596,"AT11","NA","858.5376"
"2006","AT",600,"AT11","NA","593.9568"
"2006","AT",609,"AT11","NA","466.5904"
"2006","AT",613,"AT11","NA","437.6505"
"2006","AT",620,"AT11","NA","650.4653"
"2006","AT",625,"AT11","NA","428.7632"
"2006","AT",649,"AT11","NA","345.8505"
"2006","AT",679,"AT11","NA","452.0313"
"2006","AT",681,"AT11","NA","344.8018"
"2006","AT",682,"AT11","NA","545.323"
"2006","AT",704,"AT11","NA","933.4393"
"2006","AT",712,"AT11","NA","848.8026"
"2006","AT",714,"AT11","NA","658.5153"
"2006","AT",721,"AT11","NA","502.1769"
"2006","AT",730,"AT11","NA","424.9813"
"2006","AT",744,"AT11","NA","663.8747"
"2006","AT",747,"AT11","NA","758.3212"
"2006","AT",754,"AT11","NA","562.8483"
"2006","AT",755,"AT11","NA","659.1375"
"2006","AT",757,"AT11","NA","519.2488"
"2006","AT",758,"AT11","NA","1618.045"
"2006","AT",773,"AT11","NA","1074.252"
"2006","AT",785,"AT11","NA","463.4562"
"2006","AT",813,"AT11","NA","542.8561"
"2006","AT",818,"AT11","NA","1015.41"
"2006","AT",820,"AT11","NA","274.7229"
"2006","AT",829,"AT11","NA","840.5972"
"2006","AT",831,"AT11","NA","382.0598"
"2006","AT",839,"AT11","NA","412.5201"
"2006","AT",855,"AT11","NA","720.3597"
"2006","AT",856,"AT11","NA","1707.609"
"2006","AT",859,"AT11","NA","917.2096"
"2006","AT",861,"AT11","NA","577.6731"
