"DB010","DB020","DB030","DB040","DB062","DB090"
"2009","AT",6,"AT11","139","514.8768"
"2009","AT",11,"AT11","NA","967.6245"
"2009","AT",32,"AT11","NA","623.4528"
"2009","AT",56,"AT11","NA","323.49"
"2009","AT",61,"AT11","NA","568.1701"
"2009","AT",84,"AT11","NA","679.3139"
"2009","AT",110,"AT11","NA","923.2417"
"2009","AT",138,"AT11","412","551.4682"
"2009","AT",145,"AT11","NA","729.122"
"2009","AT",160,"AT11","131","621.0077"
"2009","AT",169,"AT11","NA","480.1583"
"2009","AT",171,"AT11","1139","633.184"
"2009","AT",194,"AT11","NA","381.8675"
"2009","AT",196,"AT11","NA","991.5496"
"2009","AT",205,"AT11","NA","820.8905"
"2009","AT",216,"AT11","NA","591.4437"
"2009","AT",232,"AT11","NA","405.7447"
"2009","AT",265,"AT11","NA","1029.394"
"2009","AT",274,"AT11","NA","278.3053"
"2009","AT",276,"AT11","NA","323.3547"
"2009","AT",283,"AT11","NA","967.9927"
"2009","AT",300,"AT11","NA","491.7823"
"2009","AT",307,"AT11","NA","1073.163"
"2009","AT",319,"AT11","NA","1208.731"
"2009","AT",343,"AT11","NA","512.4479"
"2009","AT",344,"AT11","563","610.013"
"2009","AT",382,"AT11","NA","1168.986"
"2009","AT",390,"AT11","NA","697.4376"
"2009","AT",392,"AT11","NA","782.3455"
"2009","AT",401,"AT11","NA","1213.762"
"2009","AT",402,"AT11","NA","330.3557"
"2009","AT",423,"AT11","NA","450.5861"
"2009","AT",424,"AT11","NA","787.0333"
"2009","AT",438,"AT11","642","749.4358"
"2009","AT",446,"AT11","NA","414.3651"
"2009","AT",461,"AT11","668","1453.68"
"2009","AT",463,"AT11","1080","663.0118"
"2009","AT",472,"AT11","NA","726.2437"
"2009","AT",487,"AT11","NA","1300.925"
"2009","AT",488,"AT11","NA","771.2233"
"2009","AT",491,"AT11","NA","890.0339"
"2009","AT",502,"AT11","NA","439.0957"
"2009","AT",525,"AT11","NA","416.202"
"2009","AT",550,"AT11","NA","523.908"
"2009","AT",552,"AT11","NA","606.5893"
"2009","AT",563,"AT11","801","1324.198"
"2009","AT",569,"AT11","NA","386.4042"
"2009","AT",576,"AT11","275","520.0628"
"2009","AT",581,"AT11","NA","1194.276"
"2009","AT",596,"AT11","NA","606.1"
"2009","AT",609,"AT11","NA","631.4014"
"2009","AT",614,"AT11","NA","263.1851"
"2009","AT",624,"AT11","NA","1846.624"
"2009","AT",627,"AT11","NA","359.8067"
"2009","AT",634,"AT11","NA","1500.131"
"2009","AT",640,"AT11","NA","957.4354"
"2009","AT",663,"AT11","NA","563.7637"
"2009","AT",694,"AT11","NA","500.696"
"2009","AT",697,"AT11","NA","668.6105"
"2009","AT",721,"AT11","NA","765.0082"
"2009","AT",729,"AT11","NA","1213.648"
"2009","AT",730,"AT11","230","1567.165"
"2009","AT",737,"AT11","121","332.0856"
"2009","AT",747,"AT11","NA","738.0819"
"2009","AT",762,"AT11","796","1276.959"
"2009","AT",764,"AT11","NA","890.0339"
"2009","AT",771,"AT11","NA","783.7496"
"2009","AT",772,"AT11","NA","600.3925"
"2009","AT",775,"AT11","NA","672.8646"
"2009","AT",791,"AT11","NA","1115.724"
"2009","AT",803,"AT11","170","588.6769"
"2009","AT",832,"AT11","NA","774.0821"
"2009","AT",836,"AT11","NA","901.918"
"2009","AT",839,"AT11","NA","632.7227"
"2009","AT",847,"AT11","NA","950.4315"
"2009","AT",850,"AT11","NA","832.779"
"2009","AT",859,"AT11","NA","538.6107"
"2009","AT",876,"AT11","NA","761.123"
"2009","AT",878,"AT11","NA","318.7489"
"2009","AT",881,"AT11","NA","515.1057"
"2009","AT",892,"AT11","NA","492.673"
"2009","AT",936,"AT11","NA","737.3204"
"2009","AT",939,"AT11","NA","852.0978"
"2009","AT",943,"AT11","NA","906.3985"
"2009","AT",945,"AT11","NA","544.7833"
"2009","AT",950,"AT11","NA","525.396"
"2009","AT",951,"AT11","NA","552.3309"
"2009","AT",953,"AT11","932","559.583"
"2009","AT",958,"AT11","1010","725.3071"
"2009","AT",970,"AT11","NA","361.2181"
"2009","AT",981,"AT11","NA","369.9308"
"2009","AT",982,"AT11","NA","611.365"
"2009","AT",983,"AT11","NA","596.776"
"2009","AT",990,"AT11","NA","433.7988"
"2009","AT",1000,"AT11","223","557.9978"
"2009","AT",1004,"AT11","1127","444.8584"
"2009","AT",1009,"AT11","NA","404.0744"
"2009","AT",1014,"AT11","NA","1065.926"
"2009","AT",1047,"AT11","NA","562.8747"
"2009","AT",1050,"AT11","NA","433.809"
"2009","AT",1052,"AT11","NA","570.5468"
"2009","AT",1057,"AT11","NA","443.5424"
"2009","AT",1063,"AT11","NA","579.7978"
"2009","AT",1088,"AT11","NA","835.7967"
"2009","AT",1114,"AT11","827","381.1146"
"2009","AT",1115,"AT11","NA","1403.565"
"2009","AT",1154,"AT11","NA","708.673"
"2009","AT",1158,"AT11","NA","1808.515"
"2009","AT",1170,"AT11","NA","952.1471"
"2009","AT",1177,"AT11","NA","776.8907"
"2009","AT",1178,"AT11","NA","976.2994"
"2009","AT",1179,"AT11","NA","1029.394"
"2009","AT",1187,"AT11","NA","616.9953"
"2009","AT",1206,"AT11","NA","710.2102"
"2009","AT",1216,"AT11","112","1037.709"
"2009","AT",1239,"AT11","53","594.7935"
"2009","AT",1259,"AT11","NA","1608.038"
"2009","AT",1268,"AT11","NA","635.8138"
"2009","AT",1316,"AT11","NA","691.0537"
"2009","AT",1339,"AT11","892","979.6445"
"2009","AT",1342,"AT11","NA","773.5038"
"2009","AT",1350,"AT11","NA","422.47"
"2009","AT",1356,"AT11","NA","836.4263"
"2009","AT",1363,"AT11","NA","1266.548"
"2009","AT",1365,"AT11","534","1210.798"
