"DB010","DB020","DB030","DB040","DB062","DB090"
"2008","AT",6,"AT11","NA","692.8758"
"2008","AT",10,"AT11","NA","1229.225"
"2008","AT",32,"AT11","NA","1900.037"
"2008","AT",55,"AT11","NA","554.3302"
"2008","AT",60,"AT11","NA","690.1759"
"2008","AT",61,"AT11","NA","653.6775"
"2008","AT",83,"AT11","NA","1590.051"
"2008","AT",109,"AT11","NA","352.8363"
"2008","AT",136,"AT11","NA","899.8205"
"2008","AT",144,"AT11","NA","595.7931"
"2008","AT",158,"AT11","NA","1628.685"
"2008","AT",168,"AT11","NA","897.1158"
"2008","AT",169,"AT11","NA","747.6509"
"2008","AT",192,"AT11","NA","481.4311"
"2008","AT",194,"AT11","NA","1765.163"
"2008","AT",203,"AT11","NA","816.8071"
"2008","AT",214,"AT11","NA","572.6992"
"2008","AT",230,"AT11","NA","688.4093"
"2008","AT",262,"AT11","NA","837.7657"
"2008","AT",271,"AT11","NA","840.2496"
"2008","AT",272,"AT11","NA","873.1726"
"2008","AT",280,"AT11","NA","281.1032"
"2008","AT",305,"AT11","NA","741.0547"
"2008","AT",316,"AT11","NA","498.5249"
"2008","AT",340,"AT11","NA","419.6207"
"2008","AT",341,"AT11","NA","704.5768"
"2008","AT",378,"AT11","NA","597.9985"
"2008","AT",386,"AT11","NA","587.9824"
"2008","AT",388,"AT11","NA","991.4292"
"2008","AT",397,"AT11","NA","731.8596"
"2008","AT",398,"AT11","NA","931.1687"
"2008","AT",419,"AT11","NA","625.8178"
"2008","AT",420,"AT11","NA","1127.273"
"2008","AT",434,"AT11","NA","990.5481"
"2008","AT",442,"AT11","NA","655.234"
"2008","AT",457,"AT11","NA","636.0737"
"2008","AT",458,"AT11","NA","843.8459"
"2008","AT",459,"AT11","NA","635.7486"
"2008","AT",467,"AT11","NA","776.8448"
"2008","AT",483,"AT11","NA","576.9048"
"2008","AT",487,"AT11","NA","500.9795"
"2008","AT",498,"AT11","NA","545.4545"
"2008","AT",521,"AT11","NA","1209.535"
"2008","AT",546,"AT11","NA","548.7511"
"2008","AT",547,"AT11","NA","539.7139"
"2008","AT",558,"AT11","NA","909.908"
"2008","AT",564,"AT11","NA","795.019"
"2008","AT",570,"AT11","NA","459.5213"
"2008","AT",571,"AT11","NA","506.1082"
"2008","AT",576,"AT11","NA","1040.379"
"2008","AT",591,"AT11","NA","586.8451"
"2008","AT",604,"AT11","NA","642.8636"
"2008","AT",608,"AT11","NA","789.5773"
"2008","AT",618,"AT11","NA","737.0904"
"2008","AT",621,"AT11","NA","480.8546"
