"DB010","DB020","DB030","DB040","DB062","DB090"
"2010","AT",6,"AT11","NA","908.2515"
"2010","AT",11,"AT11","NA","399.6383"
"2010","AT",32,"AT11","NA","896.2584"
"2010","AT",56,"AT11","NA","245.9414"
"2010","AT",61,"AT11","NA","415.3035"
"2010","AT",62,"AT11","NA","578.3463"
"2010","AT",85,"AT11","NA","565.394"
"2010","AT",111,"AT11","NA","491.1159"
"2010","AT",139,"AT11","NA","747.2815"
"2010","AT",146,"AT11","NA","672.075"
"2010","AT",161,"AT11","NA","398.5311"
"2010","AT",170,"AT11","NA","488.8979"
"2010","AT",172,"AT11","NA","1257.41"
"2010","AT",195,"AT11","NA","1116.204"
"2010","AT",197,"AT11","NA","461.0518"
"2010","AT",206,"AT11","NA","370.3694"
"2010","AT",217,"AT11","NA","373.8629"
"2010","AT",233,"AT11","NA","353.0708"
"2010","AT",266,"AT11","NA","963.4215"
"2010","AT",276,"AT11","NA","2583.314"
"2010","AT",278,"AT11","NA","220.269"
"2010","AT",285,"AT11","NA","512.3253"
"2010","AT",302,"AT11","NA","740.7032"
"2010","AT",309,"AT11","NA","1041.579"
"2010","AT",321,"AT11","NA","449.8435"
"2010","AT",334,"AT11","NA","1601.806"
"2010","AT",345,"AT11","NA","427.3947"
"2010","AT",346,"AT11","NA","384.1618"
"2010","AT",347,"AT11","NA","1155.593"
"2010","AT",350,"AT11","NA","645.5289"
"2010","AT",384,"AT11","NA","399.0032"
"2010","AT",392,"AT11","NA","1170.361"
"2010","AT",394,"AT11","NA","1656.244"
"2010","AT",397,"AT11","NA","533.0047"
"2010","AT",403,"AT11","NA","999.4168"
"2010","AT",404,"AT11","NA","673.897"
"2010","AT",425,"AT11","NA","891.2816"
"2010","AT",427,"AT11","NA","1191.112"
"2010","AT",440,"AT11","NA","405.4588"
"2010","AT",449,"AT11","NA","534.709"
"2010","AT",464,"AT11","NA","516.2444"
"2010","AT",466,"AT11","NA","582.7668"
"2010","AT",475,"AT11","NA","757.7851"
"2010","AT",490,"AT11","NA","508.6794"
"2010","AT",491,"AT11","NA","406.5028"
"2010","AT",494,"AT11","NA","537.6642"
"2010","AT",506,"AT11","NA","484.6657"
"2010","AT",529,"AT11","NA","338.8703"
"2010","AT",554,"AT11","NA","882.4736"
"2010","AT",555,"AT11","NA","999.3656"
"2010","AT",567,"AT11","NA","974.365"
"2010","AT",573,"AT11","NA","539.3469"
"2010","AT",579,"AT11","NA","359.744"
"2010","AT",580,"AT11","NA","783.5683"
"2010","AT",585,"AT11","NA","1181.402"
"2010","AT",600,"AT11","NA","740.9951"
"2010","AT",608,"AT11","NA","505.5842"
"2010","AT",613,"AT11","NA","280.4589"
"2010","AT",618,"AT11","NA","623.5229"
"2010","AT",628,"AT11","NA","717.196"
"2010","AT",630,"AT11","NA","1144.799"
"2010","AT",638,"AT11","NA","519.6246"
"2010","AT",644,"AT11","NA","1102.676"
"2010","AT",668,"AT11","NA","416.7307"
"2010","AT",699,"AT11","NA","599.7805"
"2010","AT",701,"AT11","NA","999.4168"
"2010","AT",702,"AT11","NA","556.4906"
"2010","AT",725,"AT11","NA","975.3977"
"2010","AT",734,"AT11","NA","1621.571"
"2010","AT",735,"AT11","NA","843.4092"
"2010","AT",742,"AT11","NA","528.2453"
"2010","AT",752,"AT11","NA","737.8348"
"2010","AT",767,"AT11","NA","1313.548"
"2010","AT",768,"AT11","NA","280.9146"
"2010","AT",770,"AT11","NA","384.4124"
"2010","AT",776,"AT11","NA","546.8906"
"2010","AT",777,"AT11","NA","1106.609"
"2010","AT",780,"AT11","NA","1404.292"
"2010","AT",796,"AT11","NA","1396.679"
"2010","AT",808,"AT11","NA","1404.297"
"2010","AT",837,"AT11","NA","245.9926"
"2010","AT",842,"AT11","NA","1772.594"
"2010","AT",845,"AT11","NA","455.0457"
"2010","AT",852,"AT11","NA","999.1907"
"2010","AT",853,"AT11","NA","1656.585"
"2010","AT",855,"AT11","NA","795.6785"
"2010","AT",864,"AT11","NA","1744.069"
"2010","AT",882,"AT11","NA","701.2241"
"2010","AT",883,"AT11","NA","953.3603"
"2010","AT",884,"AT11","NA","627.7062"
"2010","AT",887,"AT11","NA","480.2951"
