"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2008","AT",61,541.707317073171,"3",1945,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",6,62,"0","1","0","0",63
"2008","AT",101,541.707317073171,"4",1951,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",10,56,"2","99","0","0",57
"2008","AT",321,541.707317073171,"3",1927,"2","1","4","1","11","5","NA","NA","NA","NA","NA","0",32,80,"2","0","0","0",80
"2008","AT",551,541.707317073171,"1",1959,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",55,48,"2","1","1","0",48
"2008","AT",601,541.707317073171,"2",1961,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",60,46,"0","1","0","1",47
"2008","AT",611,541.707317073171,"1",1927,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",61,80,"2","0.5865079365","0","0",80
"2008","AT",831,541.707317073171,"4",1927,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",83,80,"0","1","0","0",80
"2008","AT",1091,541.707317073171,"1",1941,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",109,66,"0","0.5714285714","0","100",66
"2008","AT",1361,541.707317073171,"3",1927,"2","1","1","1","11","5","NA","NA","0","NA","NA","NA",136,80,"1","0","0","100",80
"2008","AT",1441,541.707317073171,"1",1932,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",144,75,"0","0.6785714286","0","0",76
"2008","AT",1581,541.707317073171,"2",1945,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",158,62,"0","1","0","0",62
"2008","AT",1681,541.707317073171,"1",1932,"2","1","3","4","11","2","NA","NA","NA","NA","NA","0",168,75,"0","1","0","0",76
"2008","AT",1691,541.707317073171,"3",1965,"1","1","2","1","11","3","NA","NA","NA","NA","NA","NA",169,42,"0","1","0","0",43
"2008","AT",1921,541.707317073171,"3",1953,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",192,54,"0","99","0","100",54
"2008","AT",1941,541.707317073171,"3",1951,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",194,56,"0","0","0","0",56
"2008","AT",2031,541.707317073171,"4",1961,"1","1","3","1","11","3","20","NA","NA","NA","NA","NA",203,46,"2","0.9583333333","0","100",46
"2008","AT",2141,541.707317073171,"1",1953,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",214,54,"0","1","0","0",54
"2008","AT",2301,541.707317073171,"2",1954,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","0",230,53,"1","0.8571428571","0","0",53
"2008","AT",2621,541.707317073171,"3",1973,"1","1","4","4","11","3","NA","NA","NA","NA","NA","NA",262,34,"0","99","0","0",34
"2008","AT",2711,541.707317073171,"2",1927,"2","1","1","1","11","3","NA","NA","NA","NA","NA","NA",271,80,"2","0.8797718286","0","0",80
"2008","AT",2721,541.707317073171,"4",1956,"2","1","1","1","11","3","NA","NA","NA","NA","NA","NA",272,51,"0","1","0","0",52
"2008","AT",2801,541.707317073171,"2",1941,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",280,66,"0","0.4444444444","0","10",66
"2008","AT",3051,541.707317073171,"3",1961,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",305,46,"0","0.9","0","0",46
"2008","AT",3161,541.707317073171,"4",1959,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",316,48,"0","99","0","0",49
"2008","AT",3401,541.707317073171,"4",1954,"2","1","1","4","11","5","14","NA","NA","NA","NA","NA",340,53,"0","0.0833333333","0","100",53
"2008","AT",3411,541.707317073171,"1",1927,"2","1","1","1","11","NA","NA","NA","NA","0","NA","NA",341,80,"1","99","0","0",80
"2008","AT",3781,541.707317073171,"2",1965,"1","1","4","1","NA","3","NA","NA","NA","NA","NA","0",378,42,"0","0.5","0","0",43
"2008","AT",3861,541.707317073171,"4",1965,"1","1","1","1","11","NA","NA","NA","NA","0","NA","0",386,42,"2","0.5714285714","0","100",43
"2008","AT",3881,541.707317073171,"4",1940,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",388,67,"0","1","0","0",67
"2008","AT",3971,541.707317073171,"1",1929,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",397,78,"0","0.9642857143","0","0",79
"2008","AT",3981,541.707317073171,"4",1927,"2","1","1","4","11","5","NA","NA","NA","NA","NA","NA",398,80,"2","1","0","0",80
"2008","AT",4191,541.707317073171,"1",1955,"1","1","1","1","11","3","NA","NA","NA","NA","NA","NA",419,52,"2","0.794047619","0","0",52
"2008","AT",4201,541.707317073171,"1",1973,"1","1","3","1","11","2","NA","NA","NA","NA","NA","10",420,34,"2","0.7904761905","0","101",35
"2008","AT",4341,541.707317073171,"3",1954,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",434,53,"2","1","0","0",54
"2008","AT",4421,541.707317073171,"1",1927,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",442,80,"0","99","1","0",80
"2008","AT",4571,541.707317073171,"4",1927,"2","1","4","1","11","2","20","NA","NA","NA","NA","NA",457,80,"0","99","0","0",80
"2008","AT",4581,541.707317073171,"2",1927,"2","1","3","1","11","NA","NA","25","NA","NA","NA","NA",458,80,"0","1","0","0",80
"2008","AT",4591,541.707317073171,"1",1927,"2","1","3","1","11","5","NA","NA","NA","0","NA","NA",459,80,"0","0.5","0","0",80
"2008","AT",4671,541.707317073171,"4",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","7",467,80,"2","99","0","0",80
"2008","AT",4831,541.707317073171,"2",1943,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",483,64,"0","1","0","0",64
"2008","AT",4871,541.707317073171,"4",1954,"2","1","3","1","NA","5","NA","NA","0","NA","NA","NA",487,53,"0","0.625","0","0",53
"2008","AT",4981,541.707317073171,"1",1927,"2","1","1","1","11","3","NA","NA","0","0","NA","NA",498,80,"0","99","0","1",80
"2008","AT",4982,541.707317073171,"2",1951,"1","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",498,56,"2","1","0","0",57
"2008","AT",5211,541.707317073171,"4",1943,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",521,64,"0","99","0","0",64
"2008","AT",5212,541.707317073171,"4",1948,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",521,59,"2","1","0","0",60
