"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2011","AT",61,549.275362318841,"4",1938,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",72,72,6,"0.7571428571","0","0","10"
"2011","AT",111,549.275362318841,"1",1971,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",39,39,11,"99","0","0","100"
"2011","AT",321,549.275362318841,"3",1930,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,32,"0.7857142857","0","0","101"
"2011","AT",571,549.275362318841,"4",1958,"2","1","1","1","11","2","NA","0","NA","NA","0","NA",53,52,57,"99","2","0","100"
"2011","AT",621,549.275362318841,"4",1930,"2","1","1","1","11","3","25","NA","NA","NA","NA","NA",80,80,62,"1","2","0","0"
"2011","AT",851,549.275362318841,"1",1975,"1","1","4","1","14","5","NA","NA","NA","NA","NA","NA",35,35,85,"0.8","0","0","0"
"2011","AT",1121,549.275362318841,"1",1984,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",26,26,112,"0.7517508129","0","0","1"
"2011","AT",1401,549.275362318841,"1",1984,"1","1","1","1","11","3","NA","24","NA","NA","NA","NA",27,26,140,"0.5","2","0","0"
"2011","AT",1471,549.275362318841,"3",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",32,32,147,"0.2857142857","0","0","0"
"2011","AT",1621,549.275362318841,"4",1971,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",40,39,162,"99","0","0","0"
"2011","AT",1721,549.275362318841,"4",1939,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",71,71,172,"99","2","0","11"
"2011","AT",1731,549.275362318841,"4",1949,"1","1","4","1","11","3","NA","NA","NA","NA","NA","0",61,61,173,"0.5","0","0","0"
"2011","AT",1971,549.275362318841,"2",1953,"1","1","3","4","11","2","NA","NA","NA","0","NA","NA",58,57,197,"0.5","0","0","0"
"2011","AT",1991,549.275362318841,"2",1967,"1","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",44,43,199,"1","2","0","0"
"2011","AT",2081,549.275362318841,"3",1947,"2","1","1","4","11","NA","NA","NA","NA","0","NA","NA",63,63,208,"0.3333333333","0","0","0"
"2011","AT",2191,549.275362318841,"3",1930,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",80,80,219,"1","1","0","0"
"2011","AT",2361,549.275362318841,"4",1930,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",80,80,236,"0.7857142857","1","0","0"
"2011","AT",2691,549.275362318841,"4",1967,"1","1","1","4","11","3","NA","NA","NA","NA","0","NA",44,43,269,"99","2","0","0"
"2011","AT",2781,549.275362318841,"2",1949,"1","1","4","4","11","NA","NA","NA","NA","NA","0","NA",62,61,278,"1","0","0","0"
"2011","AT",2791,549.275362318841,"2",1967,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",43,43,279,"99","0","0","100"
"2011","AT",2871,549.275362318841,"2",1963,"1","1","4","1","11","2","0","NA","0","NA","NA","NA",47,47,287,"0.4166666667","2","0","1"
"2011","AT",3121,549.275362318841,"1",1963,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",47,47,312,"0.75","2","0","0"
"2011","AT",3241,549.275362318841,"3",1942,"2","1","4","1","NA","2","NA","NA","NA","NA","0","NA",68,68,324,"0.3333333333","0","0","110"
"2011","AT",3481,549.275362318841,"1",1971,"1","1","4","1","11","2","NA","NA","NA","0","0","NA",40,39,348,"0.5","0","0","0"
"2011","AT",3491,549.275362318841,"3",1959,"2","1","1","1","11","3","NA","NA","10","NA","NA","0",52,51,349,"0.75","0","0","0"
"2011","AT",3501,549.275362318841,"4",1951,"1","1","3","1","11","2","NA","NA","NA","0","NA","NA",59,59,350,"1","2","0","0"
"2011","AT",3881,549.275362318841,"1",1945,"2","1","1","1","NA","3","NA","NA","NA","NA","0","NA",65,65,388,"0.7857142857","0","0","0"
"2011","AT",3961,549.275362318841,"4",1945,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",65,65,396,"1","0","0","0"
"2011","AT",3981,549.275362318841,"4",1960,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",51,50,398,"0.2857142857","2","0","0"
"2011","AT",4071,549.275362318841,"4",1930,"2","1","4","1","11","2","NA","NA","NA","NA","NA","28",80,80,407,"0.5714285714","2","0","0"
